group	marker	position
6A	Cluster_1093|Contig12|likelySeq@3341	111.4
6A	Cluster_1093|Contig4|original@1462	111.4
6A	Cluster_9017|Contig2|original@157	111.7
6A	Cluster_9243|Contig3|original@1279	111.7
6A	Cluster_10490|Contig2|original@496	112
6A	Cluster_11814|Contig1|complementarySeq@1624	112
6A	Cluster_1195|Contig1|complementarySeq@2217	112
6A	Cluster_7807|Contig1|original@1434	112
6A	Cluster_440|Contig3|original@2299	112.9
6A	Cluster_6326|Contig1|original@1591	113.2
6A	Cluster_18266|Contig1|likelySeq@582	116.8
6A	Cluster_10230|Contig1|likelySeq@1007	123.7
6A	Cluster_10230|Contig2|likelySeq@408	123.7
6A	Cluster_14732|Contig3|likelySeq@1637	123.7
6A	Cluster_15213|Contig1|likelySeq@156	123.7
6A	Cluster_7997|Contig1|original@278	123.7
6A	Traes_6AL_150E13EA1@372	123.7
6A	Cluster_13457|Contig1|original@1583	124.3
6A	Cluster_13457|Contig2|original@450	124.3
6A	Cluster_1823|Contig1|likelySeq@825	124.3
6A	Cluster_1823|Contig2|complementarySeq@728	124.3
6A	Cluster_2529|Contig2|original@471	124.3
6A	Cluster_2529|Contig4|original@1682	124.3
6A	Cluster_3120|Contig1|original@1778	124.3
6A	Cluster_3120|Contig2|likelySeq@780	124.3
6A	Cluster_3120|Contig3|likelySeq@192	124.3
6A	Cluster_41152|Contig1|less_than_5_individuals|original@225	124.3
6A	Cluster_5173|Contig2|original@517	124.3
6A	Cluster_1153|Contig1|complementarySeq@1537	128.4
6A	Cluster_1153|Contig1|likelySeq@1537	128.4
6A	Cluster_3450|Contig2|original@355	129
6A	Cluster_17714|Contig2|original@572	130.4
6A	Cluster_3517|Contig1|likelySeq@1537	130.4
6A	Cluster_3988|Contig2|likelySeq@330	131.3
6A	Cluster_3696|Contig2|complementarySeq@904	131.7
6A	Cluster_3988|Contig1|original@1592	131.7
6A	Cluster_3988|Contig2|complementarySeq@1525	131.7
6A	Cluster_5305|Contig2|original@245	131.7
6A	Cluster_9434|Contig2|original@563	131.7
6A	Cluster_6187|Contig3|original@355	132.3
6A	Cluster_7995|Contig1|complementarySeq@297	132.3
6A	Cluster_3303|Contig1|original@79	132.7
6A	Cluster_13962|Contig2|original@388	135.1
6A	Cluster_3796|Contig4|original@570	135.1
6A	Cluster_4266|Contig1|original@1789	135.1
6A	Cluster_5971|Contig1|complementarySeq@1328	135.1
6A	Cluster_8859|Contig2|original@479	135.1
6A	Cluster_4266|Contig3|original@103	135.4
6A	Cluster_6249|Contig1|complementarySeq@964	135.4
6A	Cluster_8937|Contig1|original@467	135.4
6A	Cluster_105|Contig1|complementarySeq@1085	135.7
6A	Cluster_5239|Contig2|original@1262	135.7
6A	Cluster_5346|Contig1|original@1203	135.7
6A	Cluster_5971|Contig1|complementarySeq@1400	135.7
6A	Cluster_691|Contig1|complementarySeq@689	135.7
6A	Cluster_691|Contig2|complementarySeq@235	135.7
6A	Cluster_8321|Contig2|original@1203	135.7
6A	Cluster_884|Contig1|original@4138	135.7
6A	Cluster_884|Contig2|original@3034	135.7
6A	Cluster_9091|Contig1|likelySeq@440	135.7
6A	Cluster_105|Contig1|likelySeq@901	136.3
6A	Cluster_8774|Contig4|original@1906	137.8
6A	Cluster_14221|Contig2|original@174	138.1
6A	Cluster_2092|Contig2|original@183	138.1
6A	Cluster_2092|Contig4|original@267	138.1
6A	Cluster_6522|Contig2|original@2110	138.1
6A	Cluster_6522|Contig4|original@2030	138.1
6A	Cluster_2166|Contig2|original@226	138.8
6A	Cluster_3742|Contig1|original@312	138.8
6A	Cluster_5787|Contig1|original@144	138.8
6A	Cluster_1522|Contig4|original@772	139.4
6A	Cluster_8774|Contig4|original@236	139.7
6A	Cluster_8599|Contig1|likelySeq@394	140.3
6A	Cluster_7122|Contig2|original@131	140.6
6A	Cluster_14595|Contig1|original@372	142.3
6A	Cluster_6967|Contig2|original@1161	142.3
6A	Cluster_6967|Contig1|original@1415	142.7
6A	Cluster_18183|Contig1|original@468	143.1
6A	Cluster_14247|Contig3|likelySeq@724	143.6
6A	Cluster_4229|Contig1|likelySeq@344	145.6
6A	Cluster_11426|Contig3|original@490	148.9
6A	Cluster_3815|Contig2|original@88	148.9
6A	Cluster_17156|Contig1|likelySeq@616	151.2
6A	Cluster_200|Contig13|complementarySeq@524	151.2
6A	Cluster_200|Contig13|likelySeq@524	151.2
6A	Cluster_3790|Contig2|original@2805	151.2
6A	Cluster_3882|Contig1|original@1296	151.2
6A	Cluster_8129|Contig3|complementarySeq@2650	151.2
6A	Cluster_26185|Contig1|complementarySeq@248	151.6
6A	Cluster_5088|Contig1|complementarySeq@820	151.6
6A	Cluster_7350|Contig2|original@164	153.3
6A	Cluster_2669|Contig4|original@54	154.4
6A	Cluster_2669|Contig2|original@1792	155.1
6A	Cluster_1856|Contig1|original@180	155.9
6A	Cluster_9405|Contig1|original@415	159.8
6A	Cluster_3332|Contig1|original@418	162
6A	Cluster_3332|Contig2|original@271	162
6A	Cluster_3332|Contig5|original@480	162.3
6A	Cluster_10820|Contig1|complementarySeq@1694	165.4
6A	Cluster_10820|Contig1|likelySeq@1694	165.4
6A	Cluster_8178|Contig2|original@816	165.4
6A	Cluster_10002|Contig5|original@706	166.5
6A	Cluster_216|Contig1|complementarySeq@3680	174.5
6A	Cluster_6239|Contig3|complementarySeq@675	174.8
6A	Cluster_10181|Contig1|original@459	175.7
6A	Cluster_4206|Contig10|original@347	178.5
6A	Cluster_4206|Contig11|likelySeq@1118	178.5
6A	Cluster_4206|Contig14|original@136	178.5
6A	Cluster_4206|Contig9|original@885	178.5
6A	Cluster_9926|Contig5|original@781	179.6
6A	Cluster_2979|Contig1|original@519	183.2
6A	Cluster_16529|Contig2|original@343	183.9
6A	Cluster_3347|Contig2|original@1347	183.9
6A	Cluster_4522|Contig2|original@870	186.2
6A	Cluster_351|Contig1|complementarySeq@746	187.3
6A	Cluster_351|Contig1|likelySeq@746	187.3
6A	Cluster_351|Contig3|complementarySeq@469	187.3
6A	Cluster_7878|Contig3|original@348	189
6A	Cluster_4960|Contig3|original@344	190.3
6A	Cluster_7575|Contig1|likelySeq@178	190.3
6A	Cluster_8672|Contig2|original@431	190.3
6A	Cluster_10282|Contig2|original@581	191
6A	Traes_6AL_BFB21AE09@811	191
6A	Cluster_11749|Contig1|original@535	191.7
6A	Cluster_11546|Contig1|complementarySeq@211	200.7
6A	Cluster_2905|Contig2|original@380	202.3
6A	Cluster_2905|Contig3|original@295	202.6
6A	Cluster_2905|Contig3|original@901	202.6
6A	Cluster_5869|Contig1|original@672	203.8
6A	Cluster_10889|Contig2|complementarySeq@1025	204.1
6A	Cluster_5869|Contig1|original@330	204.1
6A	Cluster_9438|Contig1|original@613	204.1
6A	Cluster_9438|Contig3|original@1661	204.1
6A	Cluster_9438|Contig5|original@1679	204.1
6A	Cluster_9438|Contig6|original@2027	204.1
6A	Cluster_9438|Contig7|original@585	204.1
6A	Cluster_9438|Contig8|original@2094	204.1
6A	Cluster_11152|Contig4|original@1277	208.6
6A	Cluster_3072|Contig3|original@145	211
6A	Cluster_3072|Contig3|original@269	211
6A	Cluster_5267|Contig5|original@755	211.7
6A	Cluster_12516|Contig1|original@244	212
6A	Cluster_12362|Contig2|original@674	212.3
6A	Cluster_24421|Contig1|less_than_5_individuals|original@204	213.5
6A	Cluster_6374|Contig1|original@241	217
6A	Cluster_13454|Contig1|original@627	217.4
6A	Cluster_2348|Contig1|original@311	217.7
6A	Cluster_2348|Contig2|original@108	217.7
6A	Cluster_2690|Contig3|original@236	218.3
6A	Cluster_17993|Contig1|complementarySeq@360	219.2
6A	Cluster_12551|Contig1|original@788	222.5
6A	Cluster_14718|Contig2|original@218	225
6A	Cluster_2707|Contig1|original@1221	226.1
6A	Cluster_2707|Contig4|original@909	226.1
6A	Cluster_5692|Contig6|original@1484	227.1
6A	Cluster_148|Contig5|original@633	227.8
6A	Cluster_148|Contig8|original@612	227.8
6A	Cluster_20014|Contig3|original@974	227.8
6A	Cluster_8039|Contig1|original@637	227.8
6A	Cluster_148|Contig4|original@1025	228.5
6A	Cluster_148|Contig6|original@979	228.5
6A	Cluster_8630|Contig1|complementarySeq@1096	229.2
6A	Cluster_1587|Contig1|original@1983	231.5
6A	Cluster_1587|Contig3|original@904	231.5
6A	Cluster_1548|Contig2|likelySeq@1032	232.2
6A	Cluster_5357|Contig2|original@1282	232.2
6A	Cluster_6283|Contig1|likelySeq@466	232.2
6A	Cluster_4017|Contig3|original@547	233.4
6A	Cluster_11788|Contig1|likelySeq@2144	233.9
6A	Cluster_11788|Contig1|likelySeq@783	233.9
6A	Cluster_1660|Contig2|original@241	233.9
6A	Cluster_6752|Contig6|original@1545	233.9
6A	Cluster_3977|Contig1|complementarySeq@223	234.3
6A	Cluster_4945|Contig3|original@2123	234.3
6A	Cluster_4945|Contig6|original@309	234.3
6A	Cluster_4945|Contig7|original@2170	234.3
6A	Cluster_11936|Contig3|original@252	234.9
6A	Cluster_274|Contig4|original@155	234.9
6A	Cluster_3977|Contig1|likelySeq@153	234.9
6A	Cluster_9212|Contig4|original@809	234.9
6A	Cluster_15911|Contig3|original@446	236.1
6A	Cluster_2113|Contig4|complementarySeq@1171	236.1
6A	Cluster_2113|Contig4|likelySeq@1296	236.1
6A	Cluster_2113|Contig6|original@1790	236.1
6A	Cluster_3739|Contig4|original@370	236.1
6A	Traes_6AL_A923A5347@1672	236.1
6A	Cluster_4789|Contig1|original@1702	238.4
6A	Cluster_4789|Contig4|original@1655	238.4
6A	Cluster_15223|Contig1|original@136	239.2
6A	Cluster_26279|Contig1|original@143	239.2
6A	Cluster_5301|Contig5|original@50	239.2
6A	Cluster_6106|Contig1|original@395	239.2
6A	Cluster_6106|Contig1|original@890	239.2
6A	cluster_singlet|EPO_041_14993762213384511+,31468-,144700+|original@558	239.2
6B	Cluster_14604|Contig4|original@1057	0
6B	Cluster_6503|Contig1|original@1415	0
6B	Cluster_6503|Contig5|original@1399	0
6B	Cluster_85|Contig40|original@642	0.3
6B	Cluster_9356|Contig2|original@1170	0.3
6B	Cluster_9356|Contig2|original@269	0.3
6B	Cluster_4711|Contig2|original@1039	0.6
6B	Cluster_4711|Contig5|original@1000	0.6
6B	Cluster_7240|Contig2|complementarySeq@1784	0.6
6B	Cluster_823|Contig18|original@253	0.6
6B	Cluster_823|Contig2|original@4536	0.6
6B	Cluster_823|Contig3|original@4184	0.6
6B	Cluster_837|Contig4|likelySeq@1197	0.6
6B	Cluster_837|Contig5|complementarySeq@486	0.6
6B	Cluster_10431|Contig5|original@664	1.2
6B	Cluster_2798|Contig2|original@1927	1.8
6B	Cluster_3352|Contig4|original@865	1.8
6B	Cluster_642|Contig17|original@330	1.8
6B	Cluster_7635|Contig2|original@743	1.8
6B	Cluster_2798|Contig4|original@609	2.2
6B	Cluster_7603|Contig2|original@256	8.6
6B	Cluster_1095|Contig1|likelySeq@1462	10
6B	Cluster_17904|Contig1|original@613	13.8
6B	Cluster_869|Contig1|original@531	13.8
6B	Cluster_4895|Contig2|original@321	15
6B	Cluster_4895|Contig5|original@2126	15
6B	Cluster_7626|Contig2|original@1722	15
6B	Cluster_7626|Contig2|original@1831	15
6B	Cluster_113|Contig17|original@1344	15.5
6B	Cluster_113|Contig30|original@1857	15.5
6B	Cluster_113|Contig3|original@305	15.5
6B	cluster_singlet|EPO_079_223049192722456135394+,...,216544+|original@1535	15.5
6B	Cluster_113|Contig25|original@1383	16.5
6B	Cluster_1607|Contig14|original@5894	16.5
6B	Cluster_1607|Contig5|original@499	16.5
6B	cluster_singlet|EPO_086_Contig2635|original@448	16.5
6B	Cluster_113|Contig2|original@812	17.2
6B	Cluster_6592|Contig3|original@203	17.2
6B	Cluster_3605|Contig4|original@928	20.9
6B	Cluster_3605|Contig6|original@369	20.9
6B	Cluster_17454|Contig1|original@363	31.4
6B	Cluster_2478|Contig1|original@1133	35.1
6B	Cluster_3017|Contig4|original@309	35.1
6B	Cluster_8035|Contig2|original@237	35.1
6B	Cluster_8035|Contig4|original@397	35.1
6B	Cluster_2551|Contig2|original@299	43.6
6B	Cluster_297|Contig60|original@371	44.2
6B	Cluster_7747|Contig4|original@2028	44.2
6B	Cluster_7747|Contig6|original@2104	44.2
6B	Cluster_7747|Contig2|likelySeq@1648	44.5
6B	Cluster_10855|Contig2|original@714	44.8
6B	Cluster_2052|Contig2|complementarySeq@516	44.8
6B	Cluster_7712|Contig1|likelySeq@571	44.8
6B	Cluster_2052|Contig2|likelySeq@516	45.1
6B	Cluster_2321|Contig2|original@549	45.1
6B	Cluster_5156|Contig3|original@347	45.1
6B	Cluster_180|Contig20|complementarySeq@520	47.8
6B	Cluster_7623|Contig4|original@110	47.8
6B	Cluster_10169|Contig1|complementarySeq@1082	48.8
6B	Cluster_15590|Contig1|original@563	50.7
6B	Cluster_12731|Contig3|original@456	54.3
6B	Cluster_12731|Contig2|complementarySeq@1134	55.3
6B	Cluster_12731|Contig2|complementarySeq@1316	55.3
6B	Cluster_22056|Contig1|original@181	55.3
6B	Cluster_6469|Contig1|complementarySeq@252	55.3
6B	Cluster_79|Contig41|complementarySeq@216	55.3
6B	Cluster_10307|Contig1|original@247	55.9
6B	Cluster_18433|Contig1|original@569	55.9
6B	Cluster_297|Contig11|original@398	55.9
6B	Cluster_737|Contig10|original@707	55.9
6B	Cluster_737|Contig1|original@690	55.9
6B	Cluster_737|Contig2|original@681	55.9
6B	Cluster_737|Contig4|original@707	55.9
6B	Cluster_15988|Contig1|original@335	56.8
6B	Cluster_2665|Contig5|complementarySeq@979	56.8
6B	Cluster_2665|Contig5|likelySeq@979	56.8
6B	Cluster_29144|Contig1|less_than_5_individuals|original@178	56.8
6B	Cluster_6167|Contig2|complementarySeq@142	56.8
6B	Cluster_11899|Contig1|likelySeq@903	58.7
6B	Cluster_17370|Contig1|original@471	60.3
6B	Cluster_21569|Contig1|original@73	60.3
6B	Cluster_7237|Contig3|original@1450	61.3
6B	Cluster_11474|Contig8|original@273	62.4
6B	Cluster_11474|Contig9|original@804	62.4
6B	Cluster_15443|Contig5|original@335	62.4
6B	Cluster_4062|Contig2|complementarySeq@1463	62.4
6B	Cluster_927|Contig6|original@419	62.4
6B	Cluster_11800|Contig1|complementarySeq@177	63
6B	Cluster_159|Contig4|complementarySeq@432	63.6
6B	Cluster_159|Contig4|likelySeq@172	63.6
6B	Cluster_8595|Contig2|complementarySeq@2378	63.6
6B	Cluster_8595|Contig2|likelySeq@2378	63.6
6B	Cluster_8595|Contig2|likelySeq@2567	63.6
6B	Cluster_1005|Contig1|likelySeq@442	64.2
6B	Cluster_2065|Contig2|original@774	64.2
6B	Cluster_3524|Contig4|original@364	64.2
6B	Cluster_9669|Contig1|complementarySeq@1074	64.2
6B	Cluster_9669|Contig1|likelySeq@1074	64.2
6B	Cluster_9841|Contig1|original@182	64.2
6B	Cluster_9841|Contig2|likelySeq@1239	64.2
6B	Cluster_6155|Contig2|likelySeq@1744	64.5
6B	Cluster_10956|Contig1|original@250	67.6
6B	Cluster_785|Contig1|original@256	67.6
6B	Cluster_23037|Contig1|original@614	68
6B	Cluster_2357|Contig1|original@2125	68
6B	Cluster_27053|Contig1|original@107	68
6B	Cluster_2972|Contig2|original@154	69.2
6B	Cluster_4981|Contig2|complementarySeq@1444	69.2
6B	Cluster_4981|Contig2|likelySeq@1471	69.2
6B	Cluster_6234|Contig2|original@2044	69.2
6B	Cluster_6234|Contig2|original@2139	69.2
6B	Cluster_1015|Contig2|original@939	70.1
6B	Cluster_4255|Contig1|original@181	70.9
6B	Cluster_4255|Contig1|original@240	70.9
6B	Cluster_4657|Contig2|original@155	71.6
6B	Cluster_4657|Contig3|original@155	71.6
6B	Cluster_10|Contig6|likelySeq@678	72.2
6B	Cluster_1214|Contig1|original@1289	72.2
6B	Cluster_13175|Contig2|original@196	72.2
6B	Cluster_4442|Contig2|original@284	72.2
6B	Cluster_1761|Contig2|original@549	73.3
6B	Cluster_329|Contig3|original@81	73.3
6B	Cluster_11826|Contig1|original@257	74.4
6B	Cluster_1757|Contig1|original@381	74.4
6B	Cluster_8532|Contig1|likelySeq@494	74.4
6B	Cluster_8532|Contig2|complementarySeq@495	74.4
6B	Cluster_8532|Contig2|likelySeq@1098	74.4
6B	Cluster_8532|Contig2|likelySeq@1217	74.4
6B	Cluster_8701|Contig4|original@936	74.4
6B	Cluster_1386|Contig3|original@617	75.3
6B	Cluster_230|Contig2|likelySeq@960	75.3
6B	Cluster_230|Contig3|complementarySeq@229	75.3
6B	Cluster_230|Contig3|likelySeq@663	75.3
6B	Cluster_6434|Contig10|original@226	75.3
6B	Cluster_6434|Contig8|original@239	75.3
6B	Cluster_6434|Contig9|original@227	75.3
6B	Cluster_8701|Contig3|original@871	75.3
6B	Cluster_3445|Contig1|complementarySeq@1661	78.1
6B	Cluster_3445|Contig1|complementarySeq@701	78.1
6B	Cluster_2122|Contig5|complementarySeq@2254	79.1
6B	Cluster_2122|Contig5|likelySeq@2254	79.1
6B	Cluster_2801|Contig4|original@352	82.3
6B	Cluster_2801|Contig4|original@392	82.3
6B	Cluster_2801|Contig5|original@182	82.3
6B	Cluster_3214|Contig1|complementarySeq@94	82.6
6B	Cluster_10|Contig11|complementarySeq@185	84.3
6B	Cluster_10|Contig11|likelySeq@185	84.3
6B	Cluster_10|Contig2|complementarySeq@262	84.3
6B	Cluster_9884|Contig1|original@117	85.3
6B	Cluster_9884|Contig1|original@218	85.6
6B	Cluster_689|Contig1|original@281	86.2
6B	Cluster_689|Contig1|original@349	86.2
6B	Cluster_7966|Contig1|likelySeq@2789	86.2
6B	Cluster_1229|Contig6|likelySeq@2169	86.5
6B	Cluster_14|Contig1013|original@249	86.5
6B	Cluster_168|Contig2|original@1008	86.5
6B	Cluster_18|Contig2|original@154	86.5
6B	Cluster_18|Contig3|original@1168	86.5
6B	Cluster_2007|Contig5|original@259	86.5
6B	Cluster_8306|Contig2|original@278	86.5
6B	Cluster_916|Contig1|complementarySeq@1816	86.5
6B	Cluster_916|Contig1|likelySeq@2633	86.5
6B	Cluster_7199|Contig2|original@1641	87.3
6B	Cluster_261|Contig1|likelySeq@509	88
6B	Cluster_544|Contig1|complementarySeq@893	88
6B	Cluster_544|Contig2|likelySeq@1915	88
6B	Cluster_7475|Contig1|complementarySeq@566	88
6B	Cluster_9460|Contig3|original@1050	88
6B	Cluster_5885|Contig1|complementarySeq@535	88.4
6B	Cluster_10501|Contig1|original@293	89.1
6B	Cluster_10501|Contig1|original@358	89.1
6B	Cluster_11281|Contig1|complementarySeq@1850	89.1
6B	Cluster_18038|Contig2|original@595	89.1
6B	Cluster_3689|Contig1|complementarySeq@482	89.1
6B	Cluster_6532|Contig1|complementarySeq@1441	89.1
6B	Cluster_6532|Contig1|complementarySeq@838	89.1
6B	Cluster_16749|Contig1|original@663	89.8
6B	Cluster_18446|Contig2|original@467	89.8
6B	Cluster_2514|Contig1|likelySeq@1005	89.8
6B	Cluster_35968|Contig1|less_than_5_individuals|original@264	89.8
6B	Cluster_3768|Contig2|original@278	89.8
6B	Cluster_3768|Contig3|original@256	89.8
6B	Cluster_4131|Contig1|original@13	89.8
6B	Cluster_4131|Contig3|original@393	89.8
6B	Cluster_4650|Contig2|original@2592	89.8
6B	Traes_6BS_7508E51F3@1723	89.8
6B	Cluster_16399|Contig1|original@222	90.3
6B	Cluster_5071|Contig1|complementarySeq@1083	90.3
6B	Cluster_1217|Contig5|original@2002	90.7
6B	Cluster_3470|Contig1|likelySeq@2825	90.7
6B	Cluster_6977|Contig1|original@536	90.7
6B	Cluster_7970|Contig1|complementarySeq@320	90.7
6B	Cluster_6494|Contig1|original@981	92.4
6B	Cluster_649|Contig12|original@269	92.4
6B	Cluster_649|Contig9|original@248	92.4
6B	Cluster_649|Contig2|original@1643	92.8
6B	Cluster_10258|Contig1|likelySeq@2057	93.2
6B	Cluster_10522|Contig3|complementarySeq@431	93.2
6B	Cluster_14|Contig1384|original@743	93.2
6B	Cluster_308|Contig2|original@1667	93.2
6B	Cluster_620|Contig1|complementarySeq@857	93.2
6B	Cluster_620|Contig1|likelySeq@857	93.2
6B	Cluster_6355|Contig1|complementarySeq@1618	93.2
6B	Cluster_6460|Contig4|original@255	93.2
6B	Cluster_6460|Contig6|original@218	93.2
6B	Cluster_7666|Contig2|original@281	93.2
6B	Cluster_8639|Contig2|likelySeq@180	93.2
6B	Cluster_5596|Contig4|original@247	96.6
6B	Cluster_5230|Contig2|original@945	96.9
6B	Cluster_4576|Contig1|original@1264	97.6
6B	Cluster_33|Contig1|original@2037	97.9
6B	Cluster_8098|Contig5|complementarySeq@931	97.9
6B	Cluster_877|Contig1|likelySeq@359	97.9
6B	Cluster_2472|Contig7|original@55	98.2
6B	Cluster_14742|Contig1|original@667	98.8
6B	Cluster_14742|Contig3|original@242	98.8
6B	Cluster_8684|Contig1|complementarySeq@592	99.4
6B	Cluster_1853|Contig2|original@354	99.7
6B	Cluster_3941|Contig2|original@660	99.7
6B	Cluster_3941|Contig3|original@363	99.7
6B	Cluster_3941|Contig5|original@1255	99.7
6B	Cluster_3941|Contig6|original@1809	99.7
6B	Cluster_7863|Contig1|likelySeq@1066	99.7
6B	Cluster_1990|Contig1|complementarySeq@210	100
6B	Cluster_9663|Contig1|original@752	100
6B	Cluster_5880|Contig2|original@564	100.3
6B	Cluster_9817|Contig1|likelySeq@239	100.3
6B	Cluster_3246|Contig1|likelySeq@809	100.6
6B	Cluster_12795|Contig1|likelySeq@574	102
6B	Cluster_9161|Contig2|likelySeq@1226	104.4
6B	Cluster_14|Contig1132|original@131	104.7
6B	Cluster_1870|Contig1|original@751	104.7
6B	Cluster_15217|Contig2|original@1268	105.6
6B	Cluster_17195|Contig1|original@383	105.6
6B	Cluster_6173|Contig1|complementarySeq@103	105.6
6B	Cluster_6173|Contig1|likelySeq@103	105.6
6B	Cluster_852|Contig23|likelySeq@862	105.6
6B	Cluster_4927|Contig1|original@274	105.9
6B	Cluster_3778|Contig3|original@1194	106.5
6B	Cluster_1197|Contig1|original@494	108
6B	Cluster_3149|Contig1|complementarySeq@265	108.7
6B	Cluster_3149|Contig2|original@235	108.7
6B	Cluster_2072|Contig2|original@1023	109.6
6B	Cluster_857|Contig2|original@2050	109.6
6B	Cluster_19269|Contig2|original@126	110
6B	Cluster_857|Contig2|original@1526	110
6B	Cluster_5509|Contig4|original@316	113.6
6B	Cluster_7400|Contig1|original@394	118.8
6B	Cluster_4641|Contig3|complementarySeq@239	120.5
6B	Cluster_4566|Contig1|likelySeq@893	120.9
6B	Cluster_7127|Contig2|original@418	120.9
6B	Cluster_8248|Contig2|original@1160	120.9
6B	Traes_6BL_F2A93454B@1971	120.9
6B	Cluster_21918|Contig2|original@201	123.4
6B	Cluster_21918|Contig2|original@279	123.4
6B	Cluster_3553|Contig1|likelySeq@1240	123.4
6B	Cluster_7807|Contig3|original@1180	123.4
6B	Cluster_30568|Contig1|original@539	123.7
6B	Cluster_3553|Contig1|complementarySeq@897	123.7
6B	Cluster_4872|Contig2|complementarySeq@1503	123.7
6B	Cluster_104|Contig1|likelySeq@1492	124
6B	Cluster_11814|Contig1|likelySeq@1424	124
6B	Cluster_9017|Contig1|complementarySeq@111	124
6B	Cluster_9017|Contig1|likelySeq@111	124
6B	Cluster_3797|Contig3|complementarySeq@1192	124.4
6B	Cluster_3797|Contig3|likelySeq@1192	124.4
6B	Cluster_440|Contig4|original@2178	125.7
6B	Cluster_2685|Contig1|likelySeq@297	129.8
6B	Cluster_32394|Contig1|original@205	129.8
6B	Cluster_1711|Contig1|original@2932	130.4
6B	Cluster_1711|Contig2|original@255	130.4
6B	Cluster_1711|Contig3|original@2934	130.4
6B	Cluster_17294|Contig1|original@408	130.4
6B	Cluster_17294|Contig2|original@664	130.4
6B	Cluster_1772|Contig3|original@147	130.4
6B	Cluster_5173|Contig1|original@212	130.4
6B	Cluster_5173|Contig1|original@289	130.4
6B	Cluster_8924|Contig1|original@2121	130.4
6B	Cluster_8924|Contig3|original@2058	130.4
6B	Traes_6BL_53A305F99@2160	130.9
6B	Cluster_3120|Contig3|complementarySeq@1552	131.3
6B	Cluster_10165|Contig1|likelySeq@351	131.6
6B	Cluster_13015|Contig1|original@274	131.6
6B	Cluster_14732|Contig1|original@537	131.6
6B	Cluster_14732|Contig3|complementarySeq@302	131.6
6B	Cluster_14|Contig1703|original@3564	131.6
6B	Cluster_14|Contig2062|original@3563	131.6
6B	Cluster_1627|Contig2|original@1057	131.6
6B	Cluster_1823|Contig1|complementarySeq@2296	131.6
6B	Cluster_1823|Contig2|likelySeq@2199	131.6
6B	Cluster_4292|Contig1|complementarySeq@629	131.6
6B	Cluster_5332|Contig2|complementarySeq@482	131.6
6B	Cluster_8525|Contig3|likelySeq@360	131.6
6B	Cluster_10520|Contig1|complementarySeq@281	132.9
6B	Cluster_6226|Contig2|original@1114	132.9
6B	Cluster_7363|Contig2|likelySeq@742	132.9
6B	Cluster_14685|Contig1|complementarySeq@834	134.7
6B	Cluster_8525|Contig3|complementarySeq@346	134.7
6B	Cluster_5299|Contig1|complementarySeq@208	137.4
6B	Cluster_2829|Contig1|complementarySeq@1096	137.7
6B	Cluster_8727|Contig2|original@380	140.7
6B	Cluster_17714|Contig1|original@215	141.3
6B	Cluster_4530|Contig1|likelySeq@371	141.3
6B	Cluster_4530|Contig2|original@267	141.3
6B	Cluster_4815|Contig2|original@187	142.9
6B	Cluster_7995|Contig1|likelySeq@1243	144.9
6B	Cluster_8696|Contig1|original@389	144.9
6B	Cluster_7995|Contig2|original@124	145.9
6B	Cluster_7995|Contig2|original@505	145.9
6B	Cluster_8696|Contig1|original@431	145.9
6B	Cluster_4091|Contig2|original@397	146.6
6B	Cluster_10474|Contig1|original@248	146.9
6B	Cluster_1158|Contig2|complementarySeq@507	146.9
6B	Cluster_8321|Contig1|original@581	147.6
6B	Cluster_105|Contig2|original@382	147.9
6B	Cluster_1492|Contig10|original@1072	147.9
6B	Cluster_1492|Contig2|original@901	147.9
6B	Cluster_6097|Contig3|original@2020	147.9
6B	Cluster_7731|Contig13|original@494	147.9
6B	Cluster_1492|Contig3|original@5011	148.2
6B	Cluster_1492|Contig4|original@1151	148.2
6B	Cluster_1492|Contig8|original@5028	148.2
6B	Cluster_3796|Contig1|original@196	148.2
6B	Cluster_5239|Contig1|original@1027	148.2
6B	Cluster_884|Contig4|original@2882	148.2
6B	cluster_singlet|EPO_077_Contig1317|original@5035	148.2
6B	Cluster_1398|Contig3|original@1678	148.5
6B	Cluster_2257|Contig2|likelySeq@2976	148.5
6B	Cluster_6097|Contig10|original@771	148.5
6B	Cluster_6097|Contig12|original@693	148.5
6B	Cluster_6097|Contig13|original@779	148.5
6B	Cluster_6097|Contig5|original@593	148.5
6B	Cluster_691|Contig1|likelySeq@2604	148.5
6B	Cluster_691|Contig2|likelySeq@2150	148.5
6B	Cluster_4339|Contig1|original@295	150.5
6B	Cluster_8916|Contig1|complementarySeq@1327	152
6B	Cluster_8916|Contig1|likelySeq@1327	152
6B	Cluster_6292|Contig2|likelySeq@941	153
6B	Cluster_8729|Contig2|original@446	153
6B	Cluster_9861|Contig1|complementarySeq@343	153.8
6B	Cluster_17589|Contig1|original@861	155.2
6B	Cluster_2092|Contig1|likelySeq@125	155.2
6B	Cluster_6364|Contig1|complementarySeq@748	155.2
6B	Cluster_6522|Contig1|original@1871	155.2
6B	Cluster_6522|Contig3|original@1710	155.2
6B	Cluster_8576|Contig1|original@132	155.2
6B	Cluster_8774|Contig1|original@272	155.2
6B	Cluster_8774|Contig2|original@3286	155.2
6B	Cluster_8774|Contig2|original@874	155.2
6B	Cluster_3742|Contig2|original@1184	156.4
6B	Cluster_3742|Contig1|original@1376	157.1
